MONTOAPROBADO;CALIFICACION_TOTAL;INGRESONETOCLIENTE;TUVOMORA
500000;698;254000;1
500000;698;24500;1
500000;698;63000;0
500000;698;86500;1
500000;699;52000;0
500000;699;306200;1
500000;699;-24300;0
500000;699;-44800;1
500000;699;-12900;1
500000;699;66000;1
500000;699;195000;1
500000;700;280188;1
500000;700;-29000;1
500000;700;-10000;1
500000;700;2500;0
500000;700;47500;1
500000;700;93000;1
500000;700;102500;1
500000;701;0;0
500000;701;68000;1
500000;701;46000;1
500000;701;113000;0
500000;702;53000;1
500000;702;26500;0
500000;703;92000;0
500000;703;43500;1
500000;703;33500;1
500000;703;105000;1
500000;703;843000;0
500000;704;0;0
500000;704;0;1
500000;704;51100;1
500000;704;84000;1
500000;704;320000;1
500000;704;2472000;0
500000;705;14500;0
500000;705;212000;1
500000;705;39000;1
500000;705;50300;0
500000;705;72000;0
500000;706;110400;0
500000;706;308000;1
500000;706;-60500;1
500000;706;5000;1
500000;706;50500;1
500000;706;50300;0
500000;707;0;0
500000;707;573700;1
500000;707;-7000;1
500000;707;11800;1
500000;707;46000;1
500000;707;67000;1
500000;707;28500;1
500000;707;282000;1
500000;708;408900;1
500000;708;192000;1
500000;709;41100;0
500000;709;20100;1
500000;709;-21000;1
500000;709;40600;0
500000;709;54900;0
500000;709;91000;1
500000;709;24500;1
500000;709;190000;0
500000;710;0;0
500000;710;97600;1
500000;710;36000;0
500000;711;-114500;0
500000;711;90000;1
500000;711;-14500;1
500000;711;32000;1
500000;711;400;1
500000;711;52800;0
500000;711;100000;1
500000;712;111500;0
500000;712;140000;1
500000;712;-51800;1
500000;712;45600;1
500000;713;35300;1
500000;713;-30800;1
500000;713;-7000;1
500000;713;31000;1
500000;713;74500;1
500000;713;700000;0
500000;714;631100;1
500000;714;58500;1
500000;714;39000;1
500000;715;160400;0
500000;715;32500;1
500000;715;227500;1
500000;716;0;0
500000;716;57500;1
500000;716;-65800;1
500000;717;-27000;0
500000;717;5492000;1
500000;717;33000;1
500000;717;400;1
500000;717;64000;1
500000;717;37000;0
500000;717;56750;1
500000;717;100000;1
500000;717;128700;1
500000;717;70500;1
500000;717;96000;1
500000;718;433600;1
500000;718;-14000;1
500000;718;37000;1
500000;718;35000;1
500000;718;38500;1
500000;718;47500;1
500000;719;140000;1
500000;719;-34900;1
500000;719;45200;1
500000;719;-900;0
500000;720;110200;0
500000;720;211800;1
500000;720;-29800;1
500000;720;36000;0
500000;720;77000;0
500000;720;91500;1
500000;721;0;0
500000;721;0;1
500000;721;37000;1
500000;721;48000;0
500000;721;72700;1
500000;722;85900;1
500000;722;-14000;1
500000;722;-6000;0
500000;722;47500;1
500000;722;70000;1
500000;723;121000;0
500000;723;175000;1
500000;723;33000;0
500000;724;55000;0
500000;724;-40200;1
500000;724;-27300;1
500000;724;63000;0
500000;724;83000;1
500000;724;61400;1
500000;725;83000;1
500000;725;-34500;1
500000;725;-21800;1
500000;725;102000;1
500000;726;52000;0
500000;726;32100;1
500000;726;-12500;1
500000;726;47300;1
500000;726;62000;1
500000;727;0;0
500000;727;63000;1
500000;727;-22900;1
500000;727;76000;1
500000;727;35400;1
500000;727;117000;0
500000;728;13200;0
500000;728;-36000;1
500000;728;37000;0
500000;729;89000;0
500000;729;586500;1
500000;729;-21800;1
500000;729;-23800;0
500000;729;-32800;1
500000;729;28500;1
500000;729;40000;1
500000;729;23000;1
500000;729;37800;0
500000;729;33700;1
500000;729;51000;1
500000;729;67000;1
500000;729;247000;1
500000;730;63000;0
500000;730;89900;1
500000;730;-111000;1
500000;730;47500;1
500000;731;0;0
500000;731;55100;1
500000;731;-24300;0
500000;731;30300;1
500000;731;167500;1
500000;731;447600;1
500000;732;247000;0
500000;732;647100;1
500000;732;-22500;1
500000;732;64000;1
500000;732;90500;1
500000;733;8597800;1
500000;733;61400;1
500000;734;-27000;0
500000;734;104100;1
500000;734;-8600;1
500000;735;57000;0
500000;735;8300;1
500000;735;-67800;1
500000;735;1000;0
500000;735;69700;1
500000;736;506300;0
500000;736;2287100;1
500000;736;-22800;1
500000;736;-23800;1
500000;736;37000;1
500000;736;44000;1
500000;736;70000;1
500000;736;129000;1
500000;736;138500;0
500000;737;343000;0
500000;737;381200;1
500000;737;100500;0
500000;738;88100;1
500000;738;33000;0
500000;738;67000;1
500000;739;259300;1
500000;739;64000;1
500000;740;96000;1
500000;741;60000;1
500000;741;-39800;1
500000;742;171000;0
500000;742;77500;1
500000;742;-44800;1
500000;742;24650;1
500000;742;6000;1
500000;742;125500;1
500000;743;414300;1
500000;743;-14000;1
500000;743;39000;1
500000;743;6000;1
500000;743;50200;1
500000;744;32800;0
500000;744;363200;1
500000;744;-111100;1
500000;744;-116000;1
500000;745;27500;1
500000;745;-67800;1
500000;746;26000;1
500000;746;72000;0
500000;747;90100;0
500000;747;71600;1
500000;747;-8600;1
500000;747;69000;1
500000;747;51000;1
500000;747;138500;0
500000;748;75000;1
500000;748;40000;1
500000;749;102000;1
500000;749;-57500;1
500000;749;55100;1
500000;749;73000;1
500000;750;304000;0
500000;750;41634;1
500000;750;86700;1
500000;750;48000;1
500000;751;39000;0
500000;751;230000;1
500000;751;-22000;1
500000;751;35000;0
500000;752;146000;1
500000;752;136000;1
500000;752;190000;0
500000;753;-36000;1
500000;753;2500;0
500000;753;39500;0
500000;753;86000;1
500000;754;78400;1
500000;755;120000;1
500000;756;61100;1
500000;756;36500;1
500000;756;161000;0
500000;757;0;0
500000;757;121500;1
500000;757;78000;1
500000;757;26900;1
500000;757;95800;1
500000;757;62000;1
500000;758;87500;1
500000;758;86000;1
500000;759;110000;1
500000;760;50000;0
500000;760;153500;1
500000;761;4184000;1
500000;761;29000;0
500000;762;-12000;1
500000;762;50000;1
500000;762;86700;1
500000;763;383000;1
500000;763;-335900;1
500000;763;95800;1
500000;763;198100;1
500000;764;0;0
500000;764;29000;1
500000;764;38800;1
500000;765;67800;0
500000;765;110200;1
500000;765;44000;1
500000;765;71000;1
500000;767;127000;1
500000;767;-19300;1
500000;767;21000;1
500000;767;78000;1
500000;767;198100;1
500000;768;-23800;1
500000;768;43000;1
500000;768;44000;1
500000;768;167500;1
500000;768;378600;1
500000;769;462200;1
500000;769;-14800;1
500000;769;87500;1
500000;770;54500;0
500000;771;27300;1
500000;771;17000;1
500000;771;67000;1
500000;772;32800;1
500000;772;35000;1
500000;774;4500;1
500000;774;22819;1
500000;775;342000;1
500000;775;59800;0
500000;776;70400;1
500000;776;36500;1
500000;776;70500;1
500000;777;0;0
500000;777;35000;1
500000;778;103100;1
500000;778;426500;1
500000;779;287800;1
500000;780;29200;1
500000;780;54900;0
500000;781;72300;0
500000;781;-210400;1
500000;781;40600;0
500000;781;97000;1
500000;781;62000;1
500000;783;135000;1
500000;784;95000;1
500000;784;24500;1
500000;785;231200;1
500000;785;43000;1
500000;787;0;0
500000;787;25000;1
500000;787;-22000;1
500000;787;27900;1
500000;788;735700;1
500000;790;30700;1
500000;790;378600;1
500000;792;504400;1
500000;793;1689200;1
500000;794;32800;1
500000;795;-44800;1
500000;796;100500;0
500000;797;109934;1
500000;798;178000;1
500000;798;54500;0
500000;800;38800;1
500000;800;86500;1
500000;801;55000;1
500000;802;29000;1
500000;803;52800;0
500000;804;30000;1
500000;805;40000;1
500000;806;106800;1
500000;808;90300;1
500000;811;19550;0
500000;811;70400;1
500000;811;-19000;1
500000;812;-32800;1
500000;813;24000;1
500000;814;817500;1
500000;815;99000;1
500000;818;64500;1
500000;819;84500;1
500000;819;125000;1
500000;820;857500;1
500000;822;-175200;1
500000;823;41000;1
500000;824;50000;1
500000;824;-19300;1
500000;825;60000;1
500000;829;73000;1
500000;831;141500;1
500000;832;161000;0
500000;837;110000;1
500000;838;72300;0
500000;838;-12500;1
500000;847;618600;0
500000;848;69000;1
500000;849;-19000;1
500000;855;41000;1
500000;856;57000;1
500000;856;97000;1
500000;870;91200;1
500000;876;61000;1
500000;902;618600;0
500000;908;36000;1
500098;687;35000;1
500098;707;35000;1
500098;724;290000;1
500098;733;33000;1
500098;749;33000;1
500100;647;43000;1
500194;637;40600;1
500194;655;40600;1
500194;686;79000;1
500196;682;38200;0
500196;722;30000;1
500196;728;30000;1
500196;735;100000;1
500196;756;60000;1
500196;762;60000;1
500196;778;100000;1
500200;346;-17000;1
500200;657;965000;0
500291;663;0;0
500485;631;32000;1
500485;637;0;0
500485;669;32000;1
500485;676;65000;0
500485;681;65000;0
500485;686;0;0
500485;689;32500;0
500485;703;38000;0
500485;713;0;0
500485;727;32500;0
500485;772;0;0
500900;714;-12000;1
500900;755;-12000;1
500971;619;51250;0
500971;626;44900;1
500971;631;54000;1
500971;651;44900;1
500971;693;0;0
500971;700;0;1
500971;725;0;0
500971;769;0;1
500971;774;-23800;1
500971;834;-23800;1
500980;706;-29800;1
500980;722;-29800;1
501000;677;0;1
501000;740;147500;1
501262;694;0;0
501262;723;0;0
501500;641;217000;0
501900;721;40000;1
501942;686;35000;1
501961;692;45000;1
501961;700;45000;1
501961;703;-19800;1
501961;788;-19800;1
502000;613;140000;0
502039;719;35600;1
502039;729;35600;1
502427;611;0;1
502427;613;0;1
502427;617;-100000;0
502427;618;40300;1
502427;636;0;1
502427;637;0;1
502427;662;-5000;0
502427;666;0;1
502427;671;56500;1
502427;672;-15000;0
502427;678;0;1
502427;680;0;0
502427;682;0;0
502427;682;0;1
502427;683;0;0
502427;684;0;0
502427;686;0;0
502427;686;0;1
502427;687;42400;1
502427;688;0;1
502427;689;50000;1
502427;691;40000;1
502427;692;-31300;1
502427;698;0;1
502427;701;0;1
502427;703;30200;1
502427;705;0;0
502427;706;-20000;0
502427;707;0;1
502427;707;50000;1
502427;717;30200;1
502427;724;0;1
502427;736;47500;1
502427;738;37850;0
502427;760;40000;1
502427;765;-23800;1
502439;664;47000;1
502439;669;-55300;1
502439;682;46000;1
502439;705;56000;1
502451;732;-20000;1
502500;575;50000;1
502500;580;0;1
502500;583;68000;1
502500;599;0;0
502500;599;94000;0
502500;625;22000;0
502500;641;168000;0
502500;644;45000;0
502500;777;45000;1
502524;648;0;1
502524;666;0;1
502524;668;0;1
502524;671;125000;1
502524;677;160000;1
502524;685;50000;1
502524;686;0;0
502524;686;0;1
502524;693;25000;1
502524;694;0;1
502524;697;39500;1
502524;699;0;1
502524;700;20000;1
502524;717;65000;1
502524;739;39500;1
502524;779;25000;1
502600;568;100000;0
502600;587;0;0
502600;589;30000;0
502600;595;60000;0
502600;711;130000;0
502621;623;-18300;1
502621;649;0;1
502621;672;4500;1
502621;679;0;1
502621;682;59000;1
502621;686;0;0
502621;687;0;1
502621;693;36800;0
502621;703;0;1
502621;711;0;1
502621;713;0;1
502621;731;63700;0
502621;743;59100;1
502621;784;36800;0
502700;781;74200;1
502718;679;0;1
502718;717;0;1
502913;581;97700;1
502913;595;0;1
502913;599;39900;0
502913;607;51000;1
502913;613;-12000;0
502913;619;-69850;1
502913;619;104000;1
502913;623;0;0
502913;623;85000;0
502913;628;0;1
502913;631;0;1
502913;633;20000;1
502913;636;0;0
502913;637;-15000;1
502913;638;0;1
502913;641;-15000;1
502913;645;0;1
502913;648;0;1
502913;655;0;0
502913;655;0;1
502913;657;-40200;1
502913;658;30000;1
502913;661;37400;0
502913;661;-5000;1
502913;662;16000;1
502913;662;39000;1
502913;663;0;1
502913;664;0;1
502913;667;14800;0
502913;668;0;0
502913;668;50000;1
502913;669;0;1
502913;670;0;0
502913;671;62000;1
502913;671;-8000;1
502913;672;0;1
502913;672;-46000;1
502913;674;20908;1
502913;675;0;1
502913;677;-15000;0
502913;677;0;1
502913;678;-3100;0
502913;678;41700;1
502913;679;22000;1
502913;680;55000;1
502913;681;22000;1
502913;682;0;0
502913;682;-40000;1
502913;682;37800;1
502913;686;0;0
502913;686;0;1
502913;687;0;0
502913;687;0;1
502913;687;-8766;1
502913;692;0;0
502913;693;0;1
502913;693;32000;1
502913;693;55830;1
502913;694;0;1
502913;695;-8000;1
502913;695;32000;1
502913;697;0;1
502913;699;31000;1
502913;699;19500;1
502913;699;180000;0
502913;700;0;0
502913;700;5000;1
502913;701;0;1
502913;704;20000;1
502913;706;0;1
502913;707;0;0
502913;707;0;1
502913;709;0;1
502913;710;0;0
502913;712;180000;0
502913;713;73500;1
502913;716;0;1
502913;718;0;1
502913;721;22000;1
502913;723;83000;1
502913;725;33000;1
502913;726;0;1
502913;726;83000;1
502913;729;43500;1
502913;729;68800;0
502913;740;-24000;1
502913;743;22000;1
502913;752;31000;1
502913;754;42000;1
502913;761;-175200;1
502913;763;0;1
502913;785;22000;1
502913;797;42000;1
503000;595;26000;1
503000;659;0;0
503000;680;0;1
503000;687;43000;0
503010;593;0;1
503010;637;210000;1
503010;653;210000;1
503010;673;83800;1
503010;737;83800;1
503039;728;30000;0
503039;763;30000;0
503200;643;269000;1
503333;745;195500;0
503398;693;35100;1
503398;735;35100;1
503400;663;176000;0
503495;668;0;1
503700;675;40000;0
503922;767;177500;1
503922;827;177500;1
503981;672;83800;1
503981;686;0;1
503981;706;0;1
503981;733;32000;0
503981;737;83800;1
503981;776;21300;1
504000;579;290000;1
504000;640;40000;1
504000;694;90000;1
504000;724;-75900;0
504500;634;80000;1
504706;698;40000;1
504706;701;71000;1
504706;712;40000;1
504706;720;-22000;1
504706;728;74000;1
504706;775;74000;1
504800;742;80000;1
504800;773;80000;1
504804;722;272000;1
504854;581;0;1
504854;589;0;1
504854;593;0;0
504854;595;0;0
504854;595;45000;0
504854;598;0;0
504854;599;20000;1
504854;601;0;0
504854;607;0;0
504854;611;30000;0
504854;611;26500;1
504854;612;30000;0
504854;612;60600;1
504854;613;0;1
504854;613;44000;1
504854;613;43069;1
504854;617;0;0
504854;619;0;0
504854;619;50000;1
504854;619;90500;1
504854;623;27000;0
504854;625;65000;1
504854;627;0;0
504854;627;49000;1
504854;628;92000;0
504854;629;73000;1
504854;630;0;0
504854;631;0;0
504854;632;0;0
504854;633;0;0
504854;633;0;1
504854;634;40300;1
504854;635;49000;1
504854;636;60600;1
504854;637;0;0
504854;637;-8600;1
504854;637;35000;1
504854;637;44500;1
504854;639;-8600;1
504854;639;92000;0
504854;641;44000;1
504854;641;66000;1
504854;642;185000;0
504854;642;0;1
504854;643;0;0
504854;644;0;1
504854;645;-26000;0
504854;645;860000;1
504854;646;0;0
504854;646;61500;1
504854;647;0;1
504854;648;0;0
504854;648;68550;0
504854;650;90000;0
504854;650;0;1
504854;651;185000;0
504854;651;0;1
504854;651;44500;1
504854;651;38500;1
504854;651;92000;0
504854;653;41400;1
504854;654;0;0
504854;655;0;0
504854;655;0;1
504854;656;0;1
504854;657;-26000;0
504854;657;0;1
504854;657;37400;1
504854;657;57300;1
504854;658;0;0
504854;658;-38000;1
504854;659;0;1
504854;659;145025;1
504854;660;121400;1
504854;661;0;0
504854;662;0;0
504854;662;0;1
504854;662;-143000;0
504854;662;42400;1
504854;663;0;0
504854;663;61500;1
504854;664;57000;1
504854;664;60000;0
504854;665;25000;0
504854;665;-8000;1
504854;666;0;0
504854;667;61000;1
504854;668;47950;0
504854;668;0;1
504854;669;0;1
504854;670;0;0
504854;670;19000;1
504854;671;0;1
504854;672;-26000;0
504854;674;16500;0
504854;674;74000;0
504854;674;21000;1
504854;675;0;0
504854;675;0;1
504854;675;-35100;1
504854;675;32800;1
504854;675;57300;1
504854;676;0;1
504854;676;35000;1
504854;677;0;0
504854;678;0;1
504854;679;-20500;1
504854;680;0;1
504854;680;70000;0
504854;681;30000;0
504854;681;0;1
504854;681;18500;0
504854;682;0;0
504854;682;-17600;1
504854;682;43500;1
504854;682;52000;0
504854;683;0;0
504854;683;0;1
504854;684;0;0
504854;685;0;0
504854;686;52000;0
504854;686;70000;1
504854;686;-35300;1
504854;686;41900;0
504854;686;38700;1
504854;686;179000;0
504854;687;70000;0
504854;687;-235000;1
504854;687;80500;1
504854;688;23500;1
504854;689;0;0
504854;689;0;1
504854;691;0;0
504854;691;0;1
504854;692;0;0
504854;693;20000;0
504854;693;134000;1
504854;694;0;0
504854;694;52000;0
504854;695;0;1
504854;696;0;0
504854;697;0;0
504854;697;0;1
504854;697;-35300;1
504854;698;0;0
504854;699;0;0
504854;700;0;0
504854;700;2401600;1
504854;701;65000;0
504854;702;0;1
504854;703;80000;1
504854;704;0;1
504854;705;0;0
504854;706;0;0
504854;706;0;1
504854;707;0;0
504854;707;80000;1
504854;708;0;1
504854;709;98000;0
504854;709;41900;0
504854;710;60000;0
504854;710;-25800;1
504854;711;0;0
504854;711;149000;1
504854;713;0;0
504854;713;-35000;1
504854;715;55200;1
504854;716;391400;1
504854;717;0;0
504854;717;0;1
504854;718;0;0
504854;718;0;1
504854;718;-70000;1
504854;719;134000;1
504854;719;180000;1
504854;721;0;1
504854;723;0;1
504854;724;468000;1
504854;725;0;0
504854;725;55000;1
504854;726;93000;0
504854;726;65000;0
504854;728;468000;1
504854;730;0;0
504854;730;-66700;1
504854;732;-37500;0
504854;732;0;1
504854;734;0;0
504854;735;0;1
504854;735;38700;1
504854;736;98000;1
504854;737;50300;0
504854;738;105000;0
504854;739;44500;1
504854;739;72000;0
504854;742;37800;1
504854;746;0;0
504854;748;-29300;1
504854;749;145025;1
504854;750;43400;1
504854;750;179900;1
504854;753;1071000;1
504854;764;93000;0
504854;764;18500;0
504854;769;0;1
504854;770;38500;1
504854;776;58500;1
504854;782;38700;1
504854;790;38500;1
504854;791;55000;1
504854;803;152000;1
504854;819;90000;1
504854;836;58500;1
504878;672;40000;1
504878;686;-53800;1
504902;678;-20000;1
504902;685;-77000;1
504902;687;35000;0
504902;689;50000;1
504902;693;15500;1
504902;700;30000;1
504902;707;-29800;0
504902;710;95000;0
504902;718;55000;0
504902;719;35000;0
504902;725;9500;1
504902;734;130000;1
504902;743;342250;1
504902;757;46300;1
504902;776;299500;1
504902;783;299500;1
504902;800;-66000;1
504902;800;15500;1
504902;837;-10000;1
504951;656;40000;0
504951;692;0;1
505000;603;43500;1
505000;655;51500;0
505000;718;-44000;1
505000;722;128000;1
505000;760;-10000;1
505049;674;0;0
505049;704;70400;0
505049;776;70400;0
505098;712;4188600;1
505243;686;0;1
505243;712;0;1
505340;571;45100;1
505340;711;0;1
505340;719;0;1
505400;748;123499;1
505437;662;0;1
505534;693;0;1
505534;731;0;1
505728;664;0;0
505784;724;310000;1
505784;744;335000;1
505825;698;-106900;1
505882;718;58500;1
505882;777;77000;1
505882;818;77000;1
506000;649;174000;1
506000;751;77000;0
506019;648;0;1
506200;636;880000;0
506200;705;269000;0
506569;657;80000;1
506569;714;-70000;1
506569;720;80000;1
506569;730;80000;1
506569;744;33000;1
506569;818;43000;1
506569;838;43000;1
506667;712;43000;1
506667;727;43000;1
506765;754;41300;1
506765;767;70000;1
506765;844;70000;1
506765;850;41300;1
506863;749;875000;1
506863;763;875000;1
507157;754;78500;1
507157;781;78500;1
507255;695;30400;1
507255;696;30400;1
507317;693;-27000;1
507317;699;-27000;1
507353;671;59100;1
507353;704;57500;1
507353;706;120000;1
507353;712;48500;1
507353;731;72500;1
507353;732;225300;1
507353;747;-10000;1
507353;748;-10000;1
507353;757;72500;1
507353;761;25300;1
507353;822;25300;1
507353;824;-3000;1
507353;874;-3000;1
507389;743;0;1
507451;663;71000;1
507500;700;52000;1
507767;715;-33800;1
507843;686;-38000;1
507843;686;99200;0
507843;687;99200;0
507843;692;-38000;1
507843;713;-220000;1
507843;742;117000;1
507961;663;0;1
508058;672;-48690;1
508252;601;129000;1
508252;697;44500;1
508252;713;44500;1
508293;693;26000;0
508431;709;58000;1
508431;729;58000;1
508500;691;221200;1
508824;687;40000;1
508922;687;45000;1
508922;707;45000;1
508932;682;-30500;1
509020;669;50000;0
509020;669;36800;1
509020;673;77600;0
509020;677;46500;1
509020;681;73000;1
509020;683;67300;0
509020;687;128300;0
509020;687;46500;1
509020;718;1900000;1
509020;732;43950;1
509020;758;130000;1
509020;771;61000;0
509020;820;130000;1
509118;803;45000;1
509118;806;45000;1
509126;800;70000;1
509314;657;20000;1
509314;663;154700;1
509314;673;65000;1
509314;685;15000;1
509314;711;35000;1
509314;719;72000;1
509314;736;126000;1
509314;758;22100;1
509314;771;35000;1
509412;744;22500;0
509500;720;46000;0
509709;626;0;1
509709;631;0;1
509709;637;0;1
509709;642;0;1
509709;657;0;1
509709;664;40000;0
509709;668;0;0
509709;674;0;0
509709;674;44300;1
509709;675;0;1
509709;676;0;0
509709;681;0;1
509709;682;0;0
509709;683;60820;0
509709;690;112100;1
509709;693;0;0
509709;693;0;1
509709;699;0;1
509709;702;50000;1
509709;704;0;1
509709;705;0;1
509709;717;272000;0
509709;742;0;1
509709;763;0;0
509804;648;10134;1
509804;660;60000;1
509804;664;-30800;1
509804;668;28000;1
509804;675;169000;1
509804;681;135500;0
509804;681;20000;1
509804;683;-40000;1
509804;687;46500;0
509804;687;70000;1
509804;690;45500;1
509804;697;-40000;1
509804;704;115000;1
509804;705;46500;0
509804;705;-110000;0
509804;706;158000;1
509804;711;-110000;0
509804;712;54400;1
509804;717;-21300;1
509804;718;25000;1
509804;722;59000;1
509804;725;-26800;1
509804;728;70000;1
509804;729;55000;1
509804;729;39000;1
509804;731;60000;0
509804;735;17000;1
509804;736;206500;1
509804;739;205900;1
509804;745;39000;1
509804;747;34000;1
509804;748;8000;1
509804;755;-35000;1
509804;757;68000;1
509804;761;-68300;1
509804;762;205900;1
509804;763;-32000;1
509804;767;55000;1
509804;767;47000;1
509804;769;1895000;1
509804;772;-68300;1
509804;772;8000;1
509804;773;57500;0
509804;774;45400;1
509804;781;45400;1
509804;784;-21300;1
509804;787;1463000;1
509804;792;1556500;1
509804;824;47000;1
509804;836;65000;1
509804;909;34000;1
510000;310;-11900;1
510000;338;-11900;1
510000;597;25200;1
510000;599;44500;1
510000;631;0;1
510000;647;0;1
510000;649;0;1
510000;650;52000;0
510000;654;-27000;1
510000;657;52000;0
510000;658;155600;0
510000;663;46000;1
510000;666;20200;1
510000;667;13000;1
510000;669;48462;1
510000;669;20200;1
510000;670;0;0
510000;672;32000;1
510000;673;50000;1
510000;675;59000;1
510000;675;148100;1
510000;677;55000;1
510000;681;50000;1
510000;683;20200;1
510000;683;-10500;1
510000;684;-50000;1
510000;685;30000;1
510000;686;40000;0
510000;687;110700;1
510000;687;33000;1
510000;687;37000;1
510000;691;-19800;0
510000;691;7000;1
510000;692;30000;1
510000;698;67200;1
510000;701;55000;1
510000;703;20000;1
510000;704;30000;1
510000;705;98700;1
510000;706;57000;1
510000;706;49200;0
510000;709;95000;1
510000;712;68000;1
510000;713;50300;1
510000;714;-35000;1
510000;715;70000;1
510000;716;-25800;1
510000;718;92200;1
510000;718;5100;1
510000;719;58000;1
510000;723;42200;0
510000;724;57000;1
510000;726;30000;1
510000;729;127000;1
510000;730;57000;1
510000;731;90000;1
510000;732;69500;1
510000;750;70000;1
510000;751;60000;1
510000;752;68000;1
510000;765;39100;1
510000;765;90000;1
510000;768;70000;1
510000;769;60000;1
510000;772;114000;1
510000;774;30000;1
510000;778;-10500;1
510000;779;70000;1
510000;787;54100;1
510000;806;279000;1
510000;824;279000;1
510049;728;-33800;1
510200;712;23900;1
510680;593;50719;1
510680;685;44200;0
510680;692;44200;0
510686;683;60000;1
510686;711;60000;1
510777;686;0;0
510777;694;0;0
510784;748;50000;1
510784;763;50000;1
511000;332;45500;1
511000;346;45500;1
511000;391;45500;1
511220;818;28170;1
511765;663;34900;1
512136;599;56600;1
512136;693;0;1
512136;718;0;1
512136;734;17000;1
512136;736;147000;0
512195;679;41000;1
512195;762;25500;1
512376;730;53000;0
512488;678;34500;0
512500;715;-10100;1
512524;657;0;1
512524;675;0;1
512621;686;-88000;0
512745;694;48000;0
512745;698;55000;1
512745;718;48000;0
512745;718;55000;1
512745;732;22500;1
512745;736;88000;1
512745;745;88000;1
512745;797;2778000;1
512745;807;-94500;0
512816;699;0;1
512816;706;0;1
513107;650;0;0
513107;694;0;0
513200;705;150000;1
513235;687;30000;1
513235;698;45000;1
513235;718;45000;1
513235;738;35000;1
513235;743;44500;1
513235;750;45000;1
513235;786;45000;1
513235;820;35000;1
513235;829;44500;1
513592;668;-24800;1
513592;690;0;0
513592;691;0;0
513627;730;68400;1
513726;725;60000;1
514563;581;0;1
514563;593;0;0
514563;595;0;0
514563;598;0;1
514563;607;0;0
514563;613;0;0
514563;619;0;0
514563;619;0;1
514563;620;32100;0
514563;631;54400;0
514563;633;-18000;0
514563;637;50000;0
514563;637;0;1
514563;642;0;0
514563;645;80000;1
514563;648;0;0
514563;649;68000;0
514563;651;0;0
514563;651;0;1
514563;654;30000;0
514563;655;0;1
514563;657;0;0
514563;657;0;1
514563;658;0;1
514563;659;0;0
514563;662;0;0
514563;664;-48500;1
514563;666;0;0
514563;666;-12000;1
514563;667;-107000;1
514563;668;60000;1
514563;672;0;0
514563;673;0;0
514563;675;25000;0
514563;676;0;0
514563;676;0;1
514563;676;-25800;1
514563;677;0;1
514563;680;0;1
514563;682;0;1
514563;682;-23800;1
514563;683;0;0
514563;684;0;1
514563;685;0;1
514563;686;0;0
514563;686;54400;1
514563;687;0;0
514563;687;0;1
514563;689;51300;1
514563;691;0;1
514563;692;60000;0
514563;692;0;1
514563;693;0;0
514563;694;0;1
514563;695;0;1
514563;697;0;1
514563;699;0;0
514563;704;60000;0
514563;706;0;0
514563;710;0;1
514563;712;54400;1
514563;713;0;1
514563;713;170000;1
514563;715;25000;0
514563;717;17600;0
514563;724;0;1
514563;732;0;0
514563;733;0;0
514563;736;75000;1
514563;737;55000;1
514563;741;72400;1
514563;761;17600;0
514563;776;17600;0
514563;778;72400;1
514706;669;102000;1
514706;674;-132100;0
514706;693;24500;1
514706;713;24500;1
514706;766;40000;1
514706;770;30000;1
514706;777;40000;1
514706;790;30000;1
515000;282;-23800;1
515000;300;50000;1
515000;370;30000;1
515000;379;-23800;1
515000;569;54400;0
515000;583;50000;0
515000;712;285000;1
515000;734;-117700;1
515000;781;25000;0
515049;619;0;1
515049;659;25000;0
515122;727;-30000;1
516000;781;120000;1
516019;803;86000;1
516667;682;-27300;1
516667;768;279670;1
516667;792;279670;1
516667;800;279670;1
517157;673;18000;1
517157;739;18000;1
517500;626;45000;0
517647;725;43200;1
518137;704;44000;1
518824;778;-37000;1
519417;641;50000;1
519417;681;81400;1
519417;746;6000;0
519417;772;6000;0
519608;657;152000;1
519608;667;50000;0
519608;675;780000;1
519608;685;65000;1
519608;686;37400;0
519608;686;60000;1
519608;687;475500;1
519608;700;60000;1
519608;706;37400;0
519608;707;108000;1
519608;708;124000;1
519608;730;208000;1
519608;734;-25000;1
519608;736;58000;1
519608;750;-16000;1
519608;756;176000;0
519608;759;-58000;1
519608;770;43000;1
519608;772;43000;1
519608;774;176000;0
519608;819;60000;1
519608;830;47500;1
519608;844;0;1
519608;847;0;1
519608;857;94700;1
519804;663;-15500;1
519804;739;27000;1
519804;759;27000;1
519804;840;27000;1
520000;343;-10000;1
520000;636;0;1
520000;649;47000;1
520000;651;0;0
520000;668;235000;1
520000;674;0;1
520000;689;68000;1
520000;692;-51000;1
520000;697;68000;1
520000;699;47000;1
520000;705;50000;1
520000;728;159000;1
520000;750;-105200;1
520000;758;26800;1
520000;763;-20000;1
520000;785;100;1
520388;708;0;1
520388;717;0;1
520500;720;46000;1
521000;657;50000;1
521000;727;50000;1
521359;709;-27800;1
521569;819;2978000;1
521569;840;2978000;1
521951;709;-42411;1
522000;638;25200;1
522000;725;55000;1
522330;668;16600;0
522330;725;59600;1
522330;745;16600;0
522330;767;59600;1
522400;586;50000;1
522549;673;9000;0
522549;692;68000;1
522549;707;68000;1
523000;692;30000;1
523200;737;33700;1
523200;739;33700;1
523301;656;50000;1
523500;698;52100;1
523529;743;55000;1
